club_name,event_attending,event_date,event_day
Weekend,39,2016-06-14,Tue
Prince Charles,20,2016-06-14,Tue
Minimal Bar,20,2016-06-14,Tue
Crack Bellmer,12,2016-06-14,Tue
Humboldthain Club,11,2016-06-14,Tue
Mein Haus Am See,10,2016-06-14,Tue
Promenaden Eck,9,2016-06-14,Tue
Club der Visionaere,7,2016-06-14,Tue
Kisuna,3,2016-06-14,Tue
Dean,1,2016-06-14,Tue
Cassiopeia,1,2016-06-14,Tue
AETHER:bar,1,2016-06-14,Tue
Süss War Gestern,1,2016-06-14,Tue
Weekend,79,2016-06-08,Wed
Süss War Gestern,36,2016-06-08,Wed
AVA Club,35,2016-06-08,Wed
Watergate,32,2016-06-08,Wed
Minimal Bar,26,2016-06-08,Wed
Crack Bellmer,22,2016-06-08,Wed
Magdalena,19,2016-06-08,Wed
Tresor,19,2016-06-08,Wed
Promenaden Eck,14,2016-06-08,Wed
Club der Visionaere,11,2016-06-08,Wed
Farbfernseher,5,2016-06-08,Wed
OHM,2,2016-06-08,Wed
,1,2016-06-08,Wed
Cassiopeia,1,2016-06-08,Wed
Suicide Circus,51,2016-06-08,Wed
Minimal Bar,30,2016-06-15,Wed
AVA Club,30,2016-06-15,Wed
Tresor,29,2016-06-15,Wed
Süss War Gestern,26,2016-06-15,Wed
Watergate,25,2016-06-15,Wed
Magdalena,17,2016-06-15,Wed
OHM,15,2016-06-15,Wed
Promenaden Eck,14,2016-06-15,Wed
Club der Visionaere,10,2016-06-15,Wed
Farbfernseher,9,2016-06-15,Wed
Crack Bellmer,8,2016-06-15,Wed
Stereo 33,4,2016-06-15,Wed
HRD Bar,4,2016-06-15,Wed
Kisuna,3,2016-06-15,Wed
Cassiopeia,1,2016-06-15,Wed
Panke,1,2016-06-15,Wed
Suicide Circus,19,2016-06-15,Wed
Magdalena,32,2016-06-11,Sat
Berghain | Panorama Bar | Säule,179,2016-06-11,Sat
Kater Blau,113,2016-06-11,Sat
Griessmuehle,105,2016-06-11,Sat
Arena Club,87,2016-06-11,Sat
Griessmuehle,79,2016-06-11,Sat
[ipsə],71,2016-06-11,Sat
://about blank,68,2016-06-11,Sat
Polygon Club,63,2016-06-11,Sat
Funkhaus Berlin,60,2016-06-11,Sat
Minimal Bar,49,2016-06-11,Sat
Watergate,42,2016-06-11,Sat
OHM,42,2016-06-11,Sat
Acud Macht NEU,41,2016-06-11,Sat
Ritter Butzke,38,2016-06-11,Sat
Chalet,38,2016-06-11,Sat
Crack Bellmer,36,2016-06-11,Sat
Süss War Gestern,34,2016-06-11,Sat
Süss War Gestern,31,2016-06-11,Sat
Tresor,29,2016-06-11,Sat
Weekend,28,2016-06-11,Sat
Humboldthain Club,26,2016-06-11,Sat
Suicide Circus,26,2016-06-11,Sat
Bohnengold,25,2016-06-11,Sat
Salon Zur Wilden Renate,25,2016-06-11,Sat
Brunnen70,23,2016-06-11,Sat
Birgit,19,2016-06-11,Sat
Farbfernseher,17,2016-06-11,Sat
AVA Club,17,2016-06-11,Sat
,17,2016-06-11,Sat
Sameheads,16,2016-06-11,Sat
Promenaden Eck,15,2016-06-11,Sat
Brotfabrik Gransee,11,2016-06-11,Sat
Der Weiße Hase,10,2016-06-11,Sat
Sisyphos,9,2016-06-11,Sat
Strandbad Grünau,9,2016-06-11,Sat
Burg Schnabel,9,2016-06-11,Sat
M-Bia,8,2016-06-11,Sat
Golden Gate,5,2016-06-11,Sat
Paloma,4,2016-06-11,Sat
Beate Uwe,4,2016-06-11,Sat
Bei Ruth,3,2016-06-11,Sat
60 Hz,3,2016-06-11,Sat
An Einem Sonntag Im August,2,2016-06-11,Sat
Panke,2,2016-06-11,Sat
Club der Visionaere,2,2016-06-11,Sat
Kultstätte Keller,2,2016-06-11,Sat
Sky Club Berlin,1,2016-06-11,Sat
Soda Club,1,2016-06-11,Sat
Kultstätte Keller,1,2016-06-11,Sat
Weyde³,1,2016-06-11,Sat
Cosmic Kaspar,1,2016-06-11,Sat
Hangar 49,1,2016-06-11,Sat
Mein Haus Am See,1,2016-06-11,Sat
Repeat,1,2016-06-11,Sat
HRD Bar,1,2016-06-11,Sat
Jackie O,1,2016-06-11,Sat
://about blank,76,2016-06-09,Thu
Ritter Butzke,70,2016-06-09,Thu
Hoppetosse,44,2016-06-09,Thu
AVA Club,40,2016-06-09,Thu
Prince Charles,37,2016-06-09,Thu
,32,2016-06-09,Thu
Chalet,23,2016-06-09,Thu
60 Hz,23,2016-06-09,Thu
Salon Zur Wilden Renate,22,2016-06-09,Thu
Minimal Bar,18,2016-06-09,Thu
Suicide Circus,16,2016-06-09,Thu
Griessmuehle,15,2016-06-09,Thu
Weekend,14,2016-06-09,Thu
Void Club,14,2016-06-09,Thu
Farbfernseher,13,2016-06-09,Thu
Promenaden Eck,12,2016-06-09,Thu
Club der Visionaere,10,2016-06-09,Thu
Süss War Gestern,10,2016-06-09,Thu
Bohnengold,9,2016-06-09,Thu
Crack Bellmer,9,2016-06-09,Thu
Kater Blau,7,2016-06-09,Thu
Magdalena,7,2016-06-09,Thu
Urban Spree,6,2016-06-09,Thu
Der Weiße Hase,3,2016-06-09,Thu
Schwuz,2,2016-06-09,Thu
Golden Gate,2,2016-06-09,Thu
Marie Antoinette,1,2016-06-09,Thu
Kaffee Burger,1,2016-06-09,Thu
,1,2016-06-09,Thu
Cassiopeia,1,2016-06-09,Thu
R19,1,2016-06-09,Thu
Berghain | Panorama Bar | Säule,280,2016-06-18,Sat
,120,2016-06-18,Sat
Birgit,114,2016-06-18,Sat
Ritter Butzke,69,2016-06-18,Sat
Griessmuehle,65,2016-06-18,Sat
Chalet,55,2016-06-18,Sat
Tresor,54,2016-06-18,Sat
://about blank,51,2016-06-18,Sat
Magdalena,45,2016-06-18,Sat
Watergate,41,2016-06-18,Sat
Kater Blau,37,2016-06-18,Sat
Griessmuehle,33,2016-06-18,Sat
Suicide Circus,33,2016-06-18,Sat
Salon Zur Wilden Renate,30,2016-06-18,Sat
://about blank,30,2016-06-18,Sat
Süss War Gestern,29,2016-06-18,Sat
Weekend,26,2016-06-18,Sat
Burg Schnabel,24,2016-06-18,Sat
OHM,24,2016-06-18,Sat
Yaam Berlin,23,2016-06-18,Sat
Bohnengold,22,2016-06-18,Sat
,20,2016-06-18,Sat
[ipsə],20,2016-06-18,Sat
Humboldthain Club,20,2016-06-18,Sat
Eastern Comfort Hostelboat,19,2016-06-18,Sat
[ipsə],19,2016-06-18,Sat
Minimal Bar,18,2016-06-18,Sat
Mensch Meier,17,2016-06-18,Sat
AVA Club,15,2016-06-18,Sat
Postbahnhof Club,15,2016-06-18,Sat
Promenaden Eck,14,2016-06-18,Sat
Polygon Club,13,2016-06-18,Sat
Club der Visionaere,12,2016-06-18,Sat
Mein Haus Am See,11,2016-06-18,Sat
Crack Bellmer,11,2016-06-18,Sat
Kultstätte Keller,11,2016-06-18,Sat
Farbfernseher,7,2016-06-18,Sat
M-Bia,4,2016-06-18,Sat
Kisuna,3,2016-06-18,Sat
Panke,3,2016-06-18,Sat
Burg Schnabel,3,2016-06-18,Sat
Soda Club,2,2016-06-18,Sat
Fata Morgana Galerie,2,2016-06-18,Sat
Rosi's,2,2016-06-18,Sat
Golden Gate,2,2016-06-18,Sat
Sameheads,2,2016-06-18,Sat
Beate Uwe,2,2016-06-18,Sat
Der Weiße Hase,2,2016-06-18,Sat
Sky Club Berlin,1,2016-06-18,Sat
Kultstätte Keller,1,2016-06-18,Sat
Kultstätte Keller,1,2016-06-18,Sat
R19,1,2016-06-18,Sat
,1,2016-06-18,Sat
Polygon Club,104,2016-06-17,Fri
Ritter Butzke,90,2016-06-17,Fri
Arena Club,88,2016-06-17,Fri
Tresor,71,2016-06-17,Fri
Birgit,66,2016-06-17,Fri
Prince Charles,65,2016-06-17,Fri
Griessmuehle,65,2016-06-17,Fri
Suicide Circus,62,2016-06-17,Fri
://about blank,51,2016-06-17,Fri
Phonoclub,42,2016-06-17,Fri
Berghain | Panorama Bar | Säule,38,2016-06-17,Fri
Magdalena,36,2016-06-17,Fri
Bi Nuu,33,2016-06-17,Fri
Watergate,33,2016-06-17,Fri
Chalet,32,2016-06-17,Fri
Kater Blau,28,2016-06-17,Fri
Süss War Gestern,26,2016-06-17,Fri
Salon Zur Wilden Renate,25,2016-06-17,Fri
OHM,23,2016-06-17,Fri
Bohnengold,23,2016-06-17,Fri
,20,2016-06-17,Fri
AVA Club,20,2016-06-17,Fri
[ipsə],20,2016-06-17,Fri
Minimal Bar,19,2016-06-17,Fri
,19,2016-06-17,Fri
Promenaden Eck,16,2016-06-17,Fri
Schwuz,15,2016-06-17,Fri
Frannz Club,14,2016-06-17,Fri
Void Club,12,2016-06-17,Fri
Farbfernseher,11,2016-06-17,Fri
Larry Club Berlin,11,2016-06-17,Fri
Club der Visionaere,9,2016-06-17,Fri
Weekend,9,2016-06-17,Fri
Acud Macht NEU,6,2016-06-17,Fri
Soda Club,5,2016-06-17,Fri
Brunnen70,5,2016-06-17,Fri
st.Georg,4,2016-06-17,Fri
Kisuna,3,2016-06-17,Fri
Golden Gate,3,2016-06-17,Fri
KitKatClub,3,2016-06-17,Fri
HRD Bar,3,2016-06-17,Fri
Panke,3,2016-06-17,Fri
Cake Club,3,2016-06-17,Fri
Paloma,3,2016-06-17,Fri
Urban Spree,2,2016-06-17,Fri
Kultstätte Keller,2,2016-06-17,Fri
BASE MENT,2,2016-06-17,Fri
Der Weiße Hase,2,2016-06-17,Fri
Horns & Hooves,1,2016-06-17,Fri
Sky Club Berlin,1,2016-06-17,Fri
Klunkerkranich,1,2016-06-17,Fri
Dean,1,2016-06-17,Fri
Cassiopeia,1,2016-06-17,Fri
Badehaus Berlin,1,2016-06-17,Fri
Twinpigs,1,2016-06-17,Fri
Spektrum,1,2016-06-17,Fri
Suicide Circus,72,2016-06-21,Tue
Weekend,47,2016-06-21,Tue
[ipsə],47,2016-06-21,Tue
Ritter Butzke,43,2016-06-21,Tue
Else,36,2016-06-21,Tue
Birgit,36,2016-06-21,Tue
Süss War Gestern,31,2016-06-21,Tue
KitKatClub,30,2016-06-21,Tue
Chalet,28,2016-06-21,Tue
Mein Haus Am See,24,2016-06-21,Tue
Club der Visionaere,24,2016-06-21,Tue
Gretchen,22,2016-06-21,Tue
Griessmuehle,21,2016-06-21,Tue
Mauerpark,20,2016-06-21,Tue
Bohnengold,20,2016-06-21,Tue
Minimal Bar,18,2016-06-21,Tue
Magdalena,14,2016-06-21,Tue
Promenaden Eck,14,2016-06-21,Tue
Sage Beach Berlin,13,2016-06-21,Tue
Void Club,13,2016-06-21,Tue
Humboldthain Club,10,2016-06-21,Tue
Mauerpark,7,2016-06-21,Tue
Kulturhaus Kili,4,2016-06-21,Tue
Eastern Comfort Hostelboat,4,2016-06-21,Tue
Dean,1,2016-06-21,Tue
Cassiopeia,1,2016-06-21,Tue
AVA Club,1,2016-06-21,Tue
Crack Bellmer,1,2016-06-21,Tue
Weekend,87,2016-06-22,Wed
AVA Club,71,2016-06-22,Wed
[ipsə],57,2016-06-22,Wed
Ritter Butzke,43,2016-06-22,Wed
Süss War Gestern,36,2016-06-22,Wed
Watergate,34,2016-06-22,Wed
Magdalena,27,2016-06-22,Wed
Tresor,24,2016-06-22,Wed
Mauerpark,20,2016-06-22,Wed
Minimal Bar,17,2016-06-22,Wed
Promenaden Eck,13,2016-06-22,Wed
Crack Bellmer,10,2016-06-22,Wed
Farbfernseher,8,2016-06-22,Wed
Club der Visionaere,8,2016-06-22,Wed
HRD Bar,3,2016-06-22,Wed
Kultstätte Keller,3,2016-06-22,Wed
Cassiopeia,2,2016-06-22,Wed
Haubentaucher,1,2016-06-22,Wed
Suicide Circus,25,2016-06-22,Wed
[ipsə],96,2016-06-23,Thu
Ritter Butzke,85,2016-06-23,Thu
Salon Zur Wilden Renate,62,2016-06-23,Thu
://about blank,60,2016-06-23,Thu
Griessmuehle,45,2016-06-23,Thu
,44,2016-06-23,Thu
Süss War Gestern,35,2016-06-23,Thu
Suicide Circus,29,2016-06-23,Thu
Minimal Bar,29,2016-06-23,Thu
Chalet,24,2016-06-23,Thu
Promenaden Eck,13,2016-06-23,Thu
Club der Visionaere,13,2016-06-23,Thu
Void Club,11,2016-06-23,Thu
Farbfernseher,10,2016-06-23,Thu
Crack Bellmer,8,2016-06-23,Thu
Bohnengold,8,2016-06-23,Thu
Golden Gate,7,2016-06-23,Thu
Paloma,7,2016-06-23,Thu
Weekend,6,2016-06-23,Thu
Magdalena,5,2016-06-23,Thu
Schwuz,2,2016-06-23,Thu
Loophole,2,2016-06-23,Thu
Cassiopeia,1,2016-06-23,Thu
60 Hz,1,2016-06-23,Thu
HRD Bar,1,2016-06-23,Thu
Ritter Butzke,150,2016-06-24,Fri
Birgit,90,2016-06-24,Fri
Tresor,85,2016-06-24,Fri
Polygon Club,84,2016-06-24,Fri
Prince Charles,70,2016-06-24,Fri
Salon Zur Wilden Renate,62,2016-06-24,Fri
Watergate,50,2016-06-24,Fri
Berghain | Panorama Bar | Säule,42,2016-06-24,Fri
Libertine Club,38,2016-06-24,Fri
Magdalena,36,2016-06-24,Fri
Suicide Circus,36,2016-06-24,Fri
Void Club,36,2016-06-24,Fri
OHM,33,2016-06-24,Fri
Berghain | Panorama Bar | Säule,31,2016-06-24,Fri
Minimal Bar,30,2016-06-24,Fri
Kantine am Berghain,29,2016-06-24,Fri
Salon Zur Wilden Renate,29,2016-06-24,Fri
Sameheads,27,2016-06-24,Fri
://about blank,27,2016-06-24,Fri
Süss War Gestern,27,2016-06-24,Fri
AVA Club,24,2016-06-24,Fri
Chalet,24,2016-06-24,Fri
[ipsə],24,2016-06-24,Fri
Griessmuehle,22,2016-06-24,Fri
Weyde³,18,2016-06-24,Fri
Kater Blau,17,2016-06-24,Fri
HRD Bar,16,2016-06-24,Fri
,15,2016-06-24,Fri
Humboldthain Club,14,2016-06-24,Fri
Promenaden Eck,13,2016-06-24,Fri
Club der Visionaere,12,2016-06-24,Fri
Bohnengold,12,2016-06-24,Fri
Kultstätte Keller,8,2016-06-24,Fri
Farbfernseher,7,2016-06-24,Fri
Vabrique,7,2016-06-24,Fri
Weekend,6,2016-06-24,Fri
Soda Club,5,2016-06-24,Fri
,4,2016-06-24,Fri
Golden Gate,4,2016-06-24,Fri
Paloma,4,2016-06-24,Fri
Stereo 33,3,2016-06-24,Fri
Panke,2,2016-06-24,Fri
Kultstätte Keller,2,2016-06-24,Fri
Funkhaus Berlin,2,2016-06-24,Fri
Zu Mir Oder Zu Dir,1,2016-06-24,Fri
Wild At Heart,1,2016-06-24,Fri
Sky Club Berlin,1,2016-06-24,Fri
R19,1,2016-06-24,Fri
Emma Pea,1,2016-06-24,Fri
Raumklang,1,2016-06-24,Fri
Cosmic Kaspar,1,2016-06-24,Fri
Privatclub,1,2016-06-24,Fri
Il Kino,1,2016-06-24,Fri
Wabe,1,2016-06-24,Fri
Crack Bellmer,1,2016-06-24,Fri
M-Bia,7,2016-06-25,Sat
Berghain | Panorama Bar | Säule,216,2016-06-25,Sat
Suicide Circus,98,2016-06-25,Sat
Birgit,89,2016-06-25,Sat
://about blank,73,2016-06-25,Sat
Farbfernseher,68,2016-06-25,Sat
Ritter Butzke,65,2016-06-25,Sat
Acud Macht NEU,61,2016-06-25,Sat
Chalet,60,2016-06-25,Sat
Prince Charles,56,2016-06-25,Sat
Musik & Frieden,56,2016-06-25,Sat
://about blank,55,2016-06-25,Sat
Tresor,41,2016-06-25,Sat
Minimal Bar,36,2016-06-25,Sat
Bohnengold,35,2016-06-25,Sat
Watergate,35,2016-06-25,Sat
[ipsə],35,2016-06-25,Sat
Salon Zur Wilden Renate,30,2016-06-25,Sat
Süss War Gestern,28,2016-06-25,Sat
Griessmuehle,27,2016-06-25,Sat
Promenaden Eck,25,2016-06-25,Sat
Humboldthain Club,23,2016-06-25,Sat
Beate Uwe,23,2016-06-25,Sat
Griessmuehle,22,2016-06-25,Sat
Birgit,19,2016-06-25,Sat
Weyde³,18,2016-06-25,Sat
Kater Blau,15,2016-06-25,Sat
Polygon Club,15,2016-06-25,Sat
OHM,15,2016-06-25,Sat
Paloma,14,2016-06-25,Sat
Weekend,14,2016-06-25,Sat
Club der Visionaere,13,2016-06-25,Sat
Urban Spree,9,2016-06-25,Sat
Rosi's,7,2016-06-25,Sat
AVA Club,7,2016-06-25,Sat
Golden Gate,6,2016-06-25,Sat
Crack Bellmer,6,2016-06-25,Sat
Soda Club,5,2016-06-25,Sat
Berghain | Panorama Bar | Säule,252,2016-05-21,Sat
Alte Münze,116,2016-05-21,Sat
Griessmuehle,99,2016-05-21,Sat
://about blank,97,2016-05-21,Sat
Fuchsbau,5,2016-06-25,Sat
Kultstätte Keller,4,2016-06-25,Sat
,4,2016-06-25,Sat
BASE MENT,3,2016-06-25,Sat
Bei Ruth,3,2016-06-25,Sat
Arena Club,106,2016-05-20,Fri
Prince Charles,105,2016-05-20,Fri
://about blank,97,2016-05-20,Fri
Birgit,84,2016-05-20,Fri
Magdalena,92,2016-05-21,Sat
Mensch Meier,78,2016-05-21,Sat
Chalet,76,2016-05-21,Sat
Birgit,70,2016-05-21,Sat
[ipsə],69,2016-05-21,Sat
Schwuz,3,2016-06-25,Sat
Kultstätte Keller,2,2016-06-25,Sat
Panke,2,2016-06-25,Sat
Cosmic Kaspar,2,2016-06-25,Sat
Lauschangriff,2,2016-06-25,Sat
Märkisches Ufer,1,2016-06-25,Sat
Salon Zur Wilden Renate,70,2016-05-20,Fri
Polygon Club,66,2016-05-20,Fri
Berghain | Panorama Bar | Säule,54,2016-05-20,Fri
Magdalena,46,2016-05-20,Fri
Weyde³,40,2016-05-20,Fri
Chalet,36,2016-05-20,Fri
Arena Club,63,2016-05-21,Sat
://about blank,55,2016-05-21,Sat
Suicide Circus,43,2016-05-21,Sat
Tresor,43,2016-05-21,Sat
Kater Blau,42,2016-05-21,Sat
Sky Club Berlin,1,2016-06-25,Sat
Kultstätte Keller,1,2016-06-25,Sat
st.Georg,1,2016-06-25,Sat
Cassiopeia,1,2016-06-25,Sat
Hoppetosse,36,2016-05-20,Fri
Humboldthain Club,36,2016-05-20,Fri
Watergate,33,2016-05-20,Fri
Tresor,32,2016-05-20,Fri
Watergate,28,2016-05-20,Fri
Weyde³,40,2016-05-21,Sat
60 Hz,36,2016-05-21,Sat
Minimal Bar,33,2016-05-21,Sat
Humboldthain Club,32,2016-05-21,Sat
Ritter Butzke,30,2016-05-21,Sat
Der Weiße Hase,1,2016-06-25,Sat
Überraschung,1,2016-06-25,Sat
Supermarkt,82,2016-06-25,Sat
Ritter Butzke,26,2016-05-20,Fri
Salon Zur Wilden Renate,25,2016-05-20,Fri
[ipsə],25,2016-05-20,Fri
Griessmuehle,24,2016-05-20,Fri
Kater Blau,20,2016-05-20,Fri
Watergate,29,2016-05-21,Sat
Bohnengold,28,2016-05-21,Sat
Crack Bellmer,27,2016-05-21,Sat
Süss War Gestern,25,2016-05-21,Sat
Griessmuehle,24,2016-05-21,Sat
BASE MENT,17,2016-05-20,Fri
Süss War Gestern,16,2016-05-20,Fri
Beate Uwe,15,2016-05-20,Fri
Suicide Circus,15,2016-05-20,Fri
Promenaden Eck,13,2016-05-20,Fri
Promenaden Eck,24,2016-05-21,Sat
Salon Zur Wilden Renate,21,2016-05-21,Sat
,20,2016-05-21,Sat
Weekend,20,2016-05-21,Sat
Club der Visionaere,17,2016-05-21,Sat
R19,12,2016-05-20,Fri
Minimal Bar,11,2016-05-20,Fri
Weekend,11,2016-05-20,Fri
Golden Gate,10,2016-05-20,Fri
OHM,9,2016-05-20,Fri
Else,237,2016-06-26,Sun
Berghain | Panorama Bar | Säule,216,2016-06-26,Sun
://about blank,55,2016-06-26,Sun
Polygon Club,41,2016-06-26,Sun
Kater Blau,35,2016-06-26,Sun
An Einem Sonntag Im August,17,2016-05-21,Sat
Loftus Hall,16,2016-05-21,Sat
Bei Ruth,16,2016-05-21,Sat
Gretchen,15,2016-05-21,Sat
Der Weiße Hase,14,2016-05-21,Sat
Farbfernseher,9,2016-05-20,Fri
Club der Visionaere,7,2016-05-20,Fri
st.Georg,7,2016-05-20,Fri
Yaam Berlin,7,2016-05-20,Fri
Crack Bellmer,6,2016-05-20,Fri
Minimal Bar,33,2016-06-26,Sun
Suicide Circus,30,2016-06-26,Sun
Griessmuehle,27,2016-06-26,Sun
://about blank,23,2016-06-26,Sun
Magdalena,21,2016-06-26,Sun
R19,21,2016-06-26,Sun
AVA Club,12,2016-05-21,Sat
Sameheads,11,2016-05-21,Sat
Paloma,10,2016-05-21,Sat
Kultstätte Keller,9,2016-05-21,Sat
Gelegenheiten,9,2016-05-21,Sat
Watergate,145,2016-05-18,Wed
[ipsə],79,2016-05-18,Wed
AVA Club,48,2016-05-18,Wed
Gretchen,31,2016-05-18,Wed
Süss War Gestern,24,2016-05-18,Wed
Magdalena,24,2016-05-18,Wed
M-Bia,5,2016-05-20,Fri
Repeat,5,2016-05-20,Fri
AVA Club,5,2016-05-20,Fri
Der Weiße Hase,4,2016-05-20,Fri
Kultstätte Keller,4,2016-05-20,Fri
Club der Visionaere,18,2016-06-26,Sun
Chalet,17,2016-06-26,Sun
Magdalena,16,2016-06-26,Sun
Promenaden Eck,15,2016-06-26,Sun
AVA Club,14,2016-06-26,Sun
Beate Uwe,8,2016-06-26,Sun
Trickster,9,2016-05-21,Sat
OHM,9,2016-05-21,Sat
Farbfernseher,8,2016-05-21,Sat
M-Bia,8,2016-05-21,Sat
Suicide Circus,22,2016-05-18,Wed
Tresor,17,2016-05-18,Wed
OHM,15,2016-05-18,Wed
Weekend,15,2016-05-18,Wed
Minimal Bar,14,2016-05-18,Wed
Promenaden Eck,13,2016-05-18,Wed
Sky Club Berlin,3,2016-05-20,Fri
Brunnen70,3,2016-05-20,Fri
Mensch Meier,3,2016-05-20,Fri
Burg Schnabel,3,2016-05-20,Fri
HRD Bar,3,2016-05-20,Fri
M-Bia,5,2016-06-26,Sun
Kultstätte Keller,2,2016-06-26,Sun
GMF,2,2016-06-26,Sun
KitKatClub,1,2016-06-26,Sun
Repeat,8,2016-05-21,Sat
Polygon Club,7,2016-05-21,Sat
Hoppetosse,7,2016-05-21,Sat
Golden Gate,5,2016-05-21,Sat
Club der Visionaere,11,2016-05-18,Wed
Farbfernseher,10,2016-05-18,Wed
Prince Charles,2,2016-05-18,Wed
60 Hz,2,2016-05-18,Wed
Cassiopeia,1,2016-05-18,Wed
Michelberger Hotel,1,2016-05-18,Wed
Cosmic Kaspar,2,2016-05-20,Fri
Panke,2,2016-05-20,Fri
Astra Kulturhaus,1,2016-05-20,Fri
Auster Club,1,2016-05-20,Fri
Cassiopeia,1,2016-05-20,Fri
Urban Spree,4,2016-05-21,Sat
Burg Schnabel,4,2016-05-21,Sat
Mein Haus Am See,3,2016-05-21,Sat
Cassiopeia,3,2016-05-21,Sat
Kultstätte Keller,3,2016-05-21,Sat
M-Bia,1,2016-05-18,Wed
Humboldthain Club,1,2016-05-18,Wed
Schwuz,43,2016-05-18,Wed
R19,1,2016-05-20,Fri
Solar,1,2016-05-20,Fri
Soda Club,1,2016-05-20,Fri
Maze,1,2016-05-20,Fri
Dean,1,2016-05-20,Fri
Horns & Hooves,3,2016-05-21,Sat
Panke,3,2016-05-21,Sat
Beate Uwe,2,2016-05-21,Sat
Hangar 49,2,2016-05-21,Sat
HRD Bar,2,2016-05-21,Sat
Badehaus Berlin,1,2016-05-20,Fri
Harlekin Circus,1,2016-05-20,Fri
Void Club,1,2016-05-20,Fri
Bohnengold,59,2016-05-20,Fri
Auster Club,1,2016-05-21,Sat
Brunnen70,1,2016-05-21,Sat
Sky Club Berlin,1,2016-05-21,Sat
Solar,1,2016-05-21,Sat
Soda Club,1,2016-05-21,Sat
Maze,1,2016-05-21,Sat
Mein Haus Am See,1,2016-05-21,Sat
Privatclub,1,2016-05-21,Sat
Anita Berber,1,2016-05-21,Sat
Harlekin Circus,1,2016-05-21,Sat
[ipsə],57,2016-06-29,Wed
Weekend,51,2016-06-29,Wed
Süss War Gestern,40,2016-06-29,Wed
Minimal Bar,34,2016-06-29,Wed
AVA Club,33,2016-06-29,Wed
Watergate,30,2016-06-29,Wed
Magdalena,25,2016-06-29,Wed
Tresor,23,2016-06-29,Wed
Promenaden Eck,16,2016-06-29,Wed
HAU,15,2016-06-29,Wed
Club der Visionaere,11,2016-06-29,Wed
Acud Macht NEU,6,2016-06-29,Wed
AETHER:bar,3,2016-06-29,Wed
R19,3,2016-06-29,Wed
Farbfernseher,3,2016-06-29,Wed
HRD Bar,2,2016-06-29,Wed
Crack Bellmer,2,2016-06-29,Wed
Peppi Guggenheim,1,2016-06-29,Wed
Suicide Circus,25,2016-06-29,Wed
Weekend,78,2016-06-20,Mon
Kater Blau,37,2016-06-20,Mon
Süss War Gestern,36,2016-06-20,Mon
KitKatClub,30,2016-06-20,Mon
Minimal Bar,18,2016-06-20,Mon
Tresor,14,2016-06-20,Mon
Promenaden Eck,14,2016-06-20,Mon
Rummelsburg,13,2016-06-20,Mon
Kantine am Berghain,10,2016-06-20,Mon
Kantine am Berghain,6,2016-06-20,Mon
Club der Visionaere,5,2016-06-20,Mon
So36,2,2016-06-20,Mon
://about blank,246,2016-07-02,Sat
Berghain | Panorama Bar | Säule,149,2016-07-02,Sat
Ritter Butzke,93,2016-07-02,Sat
Watergate,82,2016-07-02,Sat
Alter Güterbahnhof,62,2016-07-02,Sat
Burg Schnabel,51,2016-07-02,Sat
://about blank,50,2016-07-02,Sat
Magdalena,44,2016-07-02,Sat
Kantine am Berghain,42,2016-07-02,Sat
Tresor,38,2016-07-02,Sat
Griessmuehle,32,2016-07-02,Sat
Griessmuehle,32,2016-07-02,Sat
Chalet,30,2016-07-02,Sat
Suicide Circus,28,2016-07-02,Sat
Bohnengold,25,2016-07-02,Sat
Salon Zur Wilden Renate,25,2016-07-02,Sat
Repeat,24,2016-07-02,Sat
Minimal Bar,24,2016-07-02,Sat
Rosi's,21,2016-07-02,Sat
Urban Spree,21,2016-07-02,Sat
[ipsə],20,2016-07-02,Sat
Kater Blau,20,2016-07-02,Sat
Sameheads,15,2016-07-02,Sat
Birgit,15,2016-07-02,Sat
Süss War Gestern,14,2016-07-02,Sat
Polygon Club,10,2016-07-02,Sat
Promenaden Eck,10,2016-07-02,Sat
Weekend,9,2016-07-02,Sat
Club der Visionaere,7,2016-07-02,Sat
Crack Bellmer,6,2016-07-02,Sat
Horns & Hooves,6,2016-07-02,Sat
R19,4,2016-07-02,Sat
Paloma,4,2016-07-02,Sat
Kultstätte Keller,4,2016-07-02,Sat
M-Bia,3,2016-07-02,Sat
Privatclub,3,2016-07-02,Sat
Brunnen70,3,2016-07-02,Sat
Beate Uwe,3,2016-07-02,Sat
Farbfernseher,2,2016-07-02,Sat
Golden Gate,2,2016-07-02,Sat
Weyde³,1,2016-07-02,Sat
Soda Club,1,2016-07-02,Sat
Cheshire Cat,1,2016-07-02,Sat
st.Georg,1,2016-07-02,Sat
Kulturhaus Kili,1,2016-07-02,Sat
Sound Metaphors,1,2016-07-02,Sat
Der Weiße Hase,1,2016-07-02,Sat
Radio The Label Bar,1,2016-07-02,Sat
Treptower Park,1,2016-07-02,Sat
://about blank,40,2016-07-02,Sat
://about blank,33,2016-07-02,Sat
://about blank,246,2016-07-03,Sun
Berghain | Panorama Bar | Säule,149,2016-07-03,Sun
Club der Visionaere,136,2016-07-03,Sun
Else,121,2016-07-03,Sun
://about blank,66,2016-07-03,Sun
AVA Club,40,2016-07-03,Sun
Birgit,34,2016-07-03,Sun
Griessmuehle,32,2016-07-03,Sun
Suicide Circus,32,2016-07-03,Sun
Magdalena,31,2016-07-03,Sun
Chalet,24,2016-07-03,Sun
Minimal Bar,21,2016-07-03,Sun
