club_name,event_attending,event_date,event_day
KitKatClub,6,2019-02-16,Sat
Urban Spree,5,2019-02-16,Sat
Acud Macht NEU,5,2019-02-16,Sat
Der Weiße Hase,5,2019-02-16,Sat
Paloma,4,2019-02-16,Sat
Bohnengold,4,2019-02-16,Sat
Farbfernseher,4,2019-02-16,Sat
Phonoclub,3,2019-02-16,Sat
Süss War Gestern,3,2019-02-16,Sat
Walther Bar,3,2019-02-16,Sat
Kaffee Burger,2,2019-02-16,Sat
,2,2019-02-16,Sat
Humboldthain Club,2,2019-02-16,Sat
Acud Macht NEU,2,2019-02-16,Sat
Panke,1,2019-02-16,Sat
Insomnia,1,2019-02-16,Sat
Soda Club,1,2019-02-16,Sat
Beate Uwe,1,2019-02-16,Sat
Golden Gate,1,2019-02-16,Sat
Golden Gate,1,2019-02-16,Sat
,1,2019-02-16,Sat
M-Bia,1,2019-02-16,Sat
Cassiopeia,1,2019-02-16,Sat
Solar,1,2019-02-16,Sat
Maze,1,2019-02-16,Sat
Paloma,1,2019-02-16,Sat
Velvet Monkeys - Club Berlin,1,2019-02-16,Sat
Das Hotel,85,2019-02-16,Sat
Suicide Circus,91,2019-02-19,Tue
Minimal Bar,20,2019-02-19,Tue
Mein Haus Am See,19,2019-02-19,Tue
Promenaden Eck,8,2019-02-19,Tue
Süss War Gestern,7,2019-02-19,Tue
Berghain | Panorama Bar | Säule,7,2019-02-19,Tue
Crack Bellmer,6,2019-02-19,Tue
New West Club,2,2019-02-19,Tue
Rhinoçéros,2,2019-02-19,Tue
Zur Klappe,2,2019-02-19,Tue
Cassiopeia,1,2019-02-19,Tue
Humboldthain Club,1,2019-02-19,Tue
Watergate,57,2019-02-20,Wed
Griessmuehle,54,2019-02-20,Wed
Tresor,28,2019-02-20,Wed
Paloma,25,2019-02-20,Wed
AVA Club,24,2019-02-20,Wed
Süss War Gestern,22,2019-02-20,Wed
Minimal Bar,19,2019-02-20,Wed
Void Club,12,2019-02-20,Wed
Crack Bellmer,9,2019-02-20,Wed
Ritter Butzke,8,2019-02-20,Wed
KitKatClub,7,2019-02-20,Wed
Farbfernseher,5,2019-02-20,Wed
Promenaden Eck,4,2019-02-20,Wed
Monarch,2,2019-02-20,Wed
Cassiopeia,1,2019-02-20,Wed
Solar,1,2019-02-20,Wed
Maze,1,2019-02-20,Wed
Mensch Meier,1,2019-02-20,Wed
Salon Zur Wilden Renate,312,2019-02-17,Sun
Berghain | Panorama Bar | Säule,141,2019-02-17,Sun
Suicide Circus,44,2019-02-17,Sun
Kater Blau,34,2019-02-17,Sun
Griessmuehle,34,2019-02-17,Sun
AVA Club,25,2019-02-17,Sun
Hoppetosse,19,2019-02-17,Sun
KitKatClub,18,2019-02-17,Sun
Minimal Bar,16,2019-02-17,Sun
Crack Bellmer,11,2019-02-17,Sun
Paloma,8,2019-02-17,Sun
Promenaden Eck,7,2019-02-17,Sun
Golden Gate,6,2019-02-17,Sun
KitKatClub,3,2019-02-17,Sun
Maze,3,2019-02-17,Sun
Ficken 3000,3,2019-02-17,Sun
Beate Uwe,2,2019-02-17,Sun
Cassiopeia,1,2019-02-17,Sun
Solar,1,2019-02-17,Sun
GMF,1,2019-02-17,Sun
Yaam Berlin,1,2019-02-17,Sun
Birgit,1,2019-02-17,Sun
Gretchen,245,2019-02-22,Fri
Griessmuehle,158,2019-02-22,Fri
Salon Zur Wilden Renate,143,2019-02-22,Fri
://about blank,130,2019-02-22,Fri
Watergate,98,2019-02-22,Fri
Salon Zur Wilden Renate,77,2019-02-22,Fri
Säälchen,74,2019-02-22,Fri
Ritter Butzke,69,2019-02-22,Fri
OHM,55,2019-02-22,Fri
Burg Schnabel,51,2019-02-22,Fri
Tresor,48,2019-02-22,Fri
Suicide Circus,45,2019-02-22,Fri
Berghain | Panorama Bar | Säule,44,2019-02-22,Fri
Paloma,36,2019-02-22,Fri
Arena Club,33,2019-02-22,Fri
Loftus Hall,26,2019-02-22,Fri
Zur Klappe,26,2019-02-22,Fri
Salon Zur Wilden Renate,26,2019-02-22,Fri
Minimal Bar,24,2019-02-22,Fri
Lauschangriff,22,2019-02-22,Fri
Polygon Club,22,2019-02-22,Fri
Kaffee Burger,20,2019-02-22,Fri
Kater Blau,20,2019-02-22,Fri
Astra Kulturhaus,18,2019-02-22,Fri
Mensch Meier,17,2019-02-22,Fri
OST,17,2019-02-22,Fri
Void Club,17,2019-02-22,Fri
Hoppetosse,16,2019-02-22,Fri
Süss War Gestern,16,2019-02-22,Fri
Promenaden Eck,15,2019-02-22,Fri
Loophole,12,2019-02-22,Fri
Anita Berber,12,2019-02-22,Fri
Trauma Bar und Kino,12,2019-02-22,Fri
Paloma,11,2019-02-22,Fri
Sameheads,9,2019-02-22,Fri
Der Weiße Hase,9,2019-02-22,Fri
Südblock,8,2019-02-22,Fri
AVA Club,7,2019-02-22,Fri
Farbfernseher,7,2019-02-22,Fri
Diskothek Melancholie 2,7,2019-02-22,Fri
Crack Bellmer,7,2019-02-22,Fri
Golden Gate,4,2019-02-22,Fri
Insomnia,2,2019-02-22,Fri
M-Bia,2,2019-02-22,Fri
Beate Uwe,2,2019-02-22,Fri
Ficken 3000,2,2019-02-22,Fri
Bohnengold,2,2019-02-22,Fri
Liquid Sky Berlin - #LSB02,2,2019-02-22,Fri
Maze,2,2019-02-22,Fri
House of Gin,2,2019-02-22,Fri
Soda Club,1,2019-02-22,Fri
Ausland,1,2019-02-22,Fri
Eschschloraque,1,2019-02-22,Fri
Walther Bar,1,2019-02-22,Fri
Moon Club Berlin,1,2019-02-22,Fri
Solar,1,2019-02-22,Fri
arkaoda Berlin,1,2019-02-22,Fri
Das Hotel,6,2019-02-22,Fri
KitKatClub,27,2019-02-18,Mon
Der Weiße Hase,24,2019-02-18,Mon
Tresor,23,2019-02-18,Mon
Crack Bellmer,15,2019-02-18,Mon
Minimal Bar,11,2019-02-18,Mon
Promenaden Eck,8,2019-02-18,Mon
Süss War Gestern,2,2019-02-18,Mon
Birgit,1,2019-02-18,Mon
Berghain | Panorama Bar | Säule,232,2019-02-24,Sun
Griessmuehle,113,2019-02-24,Sun
Hoppetosse,90,2019-02-24,Sun
Suicide Circus,59,2019-02-24,Sun
Griessmuehle,46,2019-02-24,Sun
Kater Blau,34,2019-02-24,Sun
Gretchen,22,2019-02-24,Sun
AVA Club,17,2019-02-24,Sun
Diskothek Melancholie 2,14,2019-02-24,Sun
Villa Neukölln,12,2019-02-24,Sun
Minimal Bar,11,2019-02-24,Sun
KitKatClub,6,2019-02-24,Sun
Promenaden Eck,5,2019-02-24,Sun
Golden Gate,4,2019-02-24,Sun
Loftus Hall,4,2019-02-24,Sun
KitKatClub,3,2019-02-24,Sun
Paloma,3,2019-02-24,Sun
Ficken 3000,2,2019-02-24,Sun
Beate Uwe,2,2019-02-24,Sun
Sisyfass,2,2019-02-24,Sun
Cassiopeia,1,2019-02-24,Sun
Solar,1,2019-02-24,Sun
GMF,1,2019-02-24,Sun
Wonder Ballroom,1,2019-02-24,Sun
Tresor,123,2019-02-15,Fri
Griessmuehle,115,2019-02-15,Fri
Berghain | Panorama Bar | Säule,99,2019-02-15,Fri
Salon Zur Wilden Renate,86,2019-02-15,Fri
Ritter Butzke,79,2019-02-15,Fri
://about blank,59,2019-02-15,Fri
Watergate,50,2019-02-15,Fri
Suicide Circus,48,2019-02-15,Fri
Arena Club,30,2019-02-15,Fri
Kater Blau,27,2019-02-15,Fri
OHM,27,2019-02-15,Fri
Hoppetosse,24,2019-02-15,Fri
Zur Klappe,23,2019-02-15,Fri
Minimal Bar,22,2019-02-15,Fri
Humboldthain Club,22,2019-02-15,Fri
Mensch Meier,21,2019-02-15,Fri
Burg Schnabel,20,2019-02-15,Fri
Crack Bellmer,16,2019-02-15,Fri
Ziegrastraße 11,12,2019-02-15,Fri
Loftus Hall,12,2019-02-15,Fri
Sameheads,12,2019-02-15,Fri
Void Club,10,2019-02-15,Fri
Zur Fetten Ecke,9,2019-02-15,Fri
Privatclub,9,2019-02-15,Fri
Trauma Bar und Kino,9,2019-02-15,Fri
Farbfernseher,7,2019-02-15,Fri
Promenaden Eck,7,2019-02-15,Fri
Kantine am Berghain,6,2019-02-15,Fri
Maze,6,2019-02-15,Fri
AVA Club,6,2019-02-15,Fri
Kaffee Burger,6,2019-02-15,Fri
Repeat,6,2019-02-15,Fri
Polygon Club,6,2019-02-15,Fri
KitKatClub,5,2019-02-15,Fri
Sisyfass,5,2019-02-15,Fri
Golden Gate,5,2019-02-15,Fri
Beate Uwe,4,2019-02-15,Fri
Paloma,4,2019-02-15,Fri
Süss War Gestern,4,2019-02-15,Fri
Gretchen,3,2019-02-15,Fri
Paloma,3,2019-02-15,Fri
Bohnengold,3,2019-02-15,Fri
Raumklang,3,2019-02-15,Fri
Soda Club,2,2019-02-15,Fri
Maze,2,2019-02-15,Fri
arkaoda Berlin,2,2019-02-15,Fri
Walther Bar,1,2019-02-15,Fri
Frannz Club,1,2019-02-15,Fri
Loophole,1,2019-02-15,Fri
Untertage Berlin,1,2019-02-15,Fri
Solar,1,2019-02-15,Fri
Salon Zur Wilden Renate,143,2019-02-21,Thu
Watergate,45,2019-02-21,Thu
://about blank,41,2019-02-21,Thu
Farbfernseher,30,2019-02-21,Thu
Berghain | Panorama Bar | Säule,25,2019-02-21,Thu
Griessmuehle,21,2019-02-21,Thu
Zu Mir Oder Zu Dir,18,2019-02-21,Thu
Minimal Bar,15,2019-02-21,Thu
Kater Blau,13,2019-02-21,Thu
Void Club,10,2019-02-21,Thu
AVA Club,9,2019-02-21,Thu
Crack Bellmer,7,2019-02-21,Thu
Maze,7,2019-02-21,Thu
Golden Gate,5,2019-02-21,Thu
Süss War Gestern,4,2019-02-21,Thu
Der Weiße Hase,4,2019-02-21,Thu
Paloma,3,2019-02-21,Thu
Promenaden Eck,3,2019-02-21,Thu
Diskothek Melancholie 2,3,2019-02-21,Thu
Beate Uwe,3,2019-02-21,Thu
Repeat,2,2019-02-21,Thu
Freudenzimmer II,1,2019-02-21,Thu
Solar,1,2019-02-21,Thu
Barbie Deinhoff,1,2019-02-21,Thu
Mensch Meier,1,2019-02-21,Thu
://about blank,314,2019-02-23,Sat
Salon Zur Wilden Renate,302,2019-02-23,Sat
Berghain | Panorama Bar | Säule,232,2019-02-23,Sat
Suicide Circus,200,2019-02-23,Sat
Arena Club,166,2019-02-23,Sat
://about blank,130,2019-02-23,Sat
Griessmuehle,113,2019-02-23,Sat
Ritter Butzke,88,2019-02-23,Sat
Watergate,80,2019-02-23,Sat
OHM,64,2019-02-23,Sat
Polygon Club,45,2019-02-23,Sat
Diskothek Melancholie 2,38,2019-02-23,Sat
Tresor,34,2019-02-23,Sat
Kater Blau,34,2019-02-23,Sat
Salon Zur Wilden Renate,26,2019-02-23,Sat
Minimal Bar,25,2019-02-23,Sat
Ziegrastraße 11,25,2019-02-23,Sat
Hoppetosse,17,2019-02-23,Sat
Mensch Meier,13,2019-02-23,Sat
Maze,13,2019-02-23,Sat
Burg Schnabel,11,2019-02-23,Sat
Paloma,10,2019-02-23,Sat
KitKatClub,10,2019-02-23,Sat
Zur Klappe,9,2019-02-23,Sat
Griessmuehle,9,2019-02-23,Sat
arkaoda Berlin,9,2019-02-23,Sat
Humboldthain Club,9,2019-02-23,Sat
Promenaden Eck,8,2019-02-23,Sat
Crack Bellmer,8,2019-02-23,Sat
Fiese Remise,7,2019-02-23,Sat
Untertage Berlin,6,2019-02-23,Sat
Sameheads,6,2019-02-23,Sat
Golden Gate,5,2019-02-23,Sat
Void Club,5,2019-02-23,Sat
Repeat,5,2019-02-23,Sat
Gretchen,5,2019-02-23,Sat
Süss War Gestern,4,2019-02-23,Sat
House of Gin,3,2019-02-23,Sat
Panke,3,2019-02-23,Sat
Loftus Hall,3,2019-02-23,Sat
Paloma,3,2019-02-23,Sat
Farbfernseher,3,2019-02-23,Sat
Anita Berber,3,2019-02-23,Sat
Der Weiße Hase,3,2019-02-23,Sat
Yaam Berlin,2,2019-02-23,Sat
Golden Gate,2,2019-02-23,Sat
Solar,2,2019-02-23,Sat
Kaffee Burger,2,2019-02-23,Sat
Chausseestrasse 131,2,2019-02-23,Sat
Walther Bar,1,2019-02-23,Sat
Hangar 49,1,2019-02-23,Sat
Insomnia,1,2019-02-23,Sat
Walther Bar,1,2019-02-23,Sat
M-Bia,1,2019-02-23,Sat
Beate Uwe,1,2019-02-23,Sat
Booze Bar,1,2019-02-23,Sat
Luzia,1,2019-02-23,Sat
Das Hotel,6,2019-02-23,Sat
Berghain | Panorama Bar | Säule,192,2019-02-03,Sun
Hoppetosse,79,2019-02-03,Sun
Suicide Circus,42,2019-02-03,Sun
://about blank,40,2019-02-03,Sun
Kater Blau,38,2019-02-03,Sun
Heimathafen Neukoelln Im Saalbau,24,2019-02-03,Sun
Minimal Bar,19,2019-02-03,Sun
AVA Club,19,2019-02-03,Sun
Hoppetosse,13,2019-02-03,Sun
Haus Der Kulturen Der Welt,13,2019-02-03,Sun
Halle,9,2019-02-03,Sun
KitKatClub,5,2019-02-03,Sun
Freudenzimmer II,3,2019-02-03,Sun
Golden Gate,3,2019-02-03,Sun
Gretchen,2,2019-02-03,Sun
KitKatClub,2,2019-02-03,Sun
Cassiopeia,1,2019-02-03,Sun
Beate Uwe,1,2019-02-03,Sun
Darwin's Lab im Bikini Berlin,1,2019-02-03,Sun
Berghain | Panorama Bar | Säule,48,2019-02-27,Wed
Tresor,32,2019-02-27,Wed
AVA Club,25,2019-02-27,Wed
Paloma,25,2019-02-27,Wed
Süss War Gestern,24,2019-02-27,Wed
Watergate,20,2019-02-27,Wed
Farbfernseher,16,2019-02-27,Wed
Minimal Bar,13,2019-02-27,Wed
SAE Institute,12,2019-02-27,Wed
Promenaden Eck,8,2019-02-27,Wed
KitKatClub,7,2019-02-27,Wed
Solar,3,2019-02-27,Wed
Cassiopeia,2,2019-02-27,Wed
Loophole,1,2019-02-27,Wed
Ritter Butzke,371,2019-03-02,Sat
Berghain | Panorama Bar | Säule,157,2019-03-02,Sat
Salon Zur Wilden Renate,119,2019-03-02,Sat
://about blank,108,2019-03-02,Sat
Mensch Meier,96,2019-03-02,Sat
Osthafen,88,2019-03-02,Sat
Griessmuehle,78,2019-03-02,Sat
Hoppetosse,77,2019-03-02,Sat
Suicide Circus,75,2019-03-02,Sat
Sameheads,64,2019-03-02,Sat
Kater Blau,64,2019-03-02,Sat
Gretchen,57,2019-03-02,Sat
Anomalie Art Club,44,2019-03-02,Sat
Tresor,36,2019-03-02,Sat
Watergate,24,2019-03-02,Sat
Paloma,20,2019-03-02,Sat
Fitzroy,19,2019-03-02,Sat
Haus Der Kulturen Der Welt,18,2019-03-02,Sat
OHM,17,2019-03-02,Sat
Void Club,15,2019-03-02,Sat
KitKatClub,11,2019-03-02,Sat
Hoppetosse,11,2019-03-02,Sat
Minimal Bar,10,2019-03-02,Sat
Farbfernseher,10,2019-03-02,Sat
Diskothek Melancholie 2,9,2019-03-02,Sat
AVA Club,7,2019-03-02,Sat
Maze,7,2019-03-02,Sat
Promenaden Eck,6,2019-03-02,Sat
Zum Böhmischen Dorf,6,2019-03-02,Sat
Kaffee Burger,5,2019-03-02,Sat
Gretchen,5,2019-03-02,Sat
Mensch Meier,4,2019-03-02,Sat
Alte Münze,4,2019-03-02,Sat
,3,2019-03-02,Sat
Anita Berber,3,2019-03-02,Sat
Beate Uwe,3,2019-03-02,Sat
Repeat,3,2019-03-02,Sat
Burg Schnabel,2,2019-03-02,Sat
Birgit,2,2019-03-02,Sat
Golden Gate,2,2019-03-02,Sat
Süss War Gestern,2,2019-03-02,Sat
Zur Klappe,2,2019-03-02,Sat
Panke,2,2019-03-02,Sat
Ziegrastraße 11,2,2019-03-02,Sat
arkaoda Berlin,2,2019-03-02,Sat
Hangar 49,1,2019-03-02,Sat
Cassiopeia,1,2019-03-02,Sat
:Vorwien,1,2019-03-02,Sat
Golden Gate,1,2019-03-02,Sat
Soda Club,1,2019-03-02,Sat
Grüner Salon Der Volksbühne,1,2019-03-02,Sat
Solar,1,2019-03-02,Sat
Yaam Berlin,1,2019-03-02,Sat
Festsaal Kreuzberg,1,2019-03-02,Sat
Gordon Cafe & Recordstore,1,2019-03-02,Sat
Maze,1,2019-03-02,Sat
,1,2019-03-02,Sat
Tresor,139,2019-03-01,Fri
://about blank,125,2019-03-01,Fri
Paloma,104,2019-03-01,Fri
Köpenicker Strasse 18,98,2019-03-01,Fri
Salon Zur Wilden Renate,92,2019-03-01,Fri
Ritter Butzke,89,2019-03-01,Fri
Polygon Club,81,2019-03-01,Fri
Griessmuehle,78,2019-03-01,Fri
Hoppetosse,77,2019-03-01,Fri
Watergate,73,2019-03-01,Fri
Badehaus Berlin,72,2019-03-01,Fri
Suicide Circus,69,2019-03-01,Fri
Gretchen,64,2019-03-01,Fri
Sameheads,62,2019-03-01,Fri
Ziegrastraße 13,55,2019-03-01,Fri
KitKatClub,47,2019-03-01,Fri
Acud Macht NEU,46,2019-03-01,Fri
Kater Blau,40,2019-03-01,Fri
Berghain | Panorama Bar | Säule,38,2019-03-01,Fri
Void Club,33,2019-03-01,Fri
Kantine am Berghain,29,2019-03-01,Fri
Bohnengold,25,2019-03-01,Fri
OHM,22,2019-03-01,Fri
Burg Schnabel,22,2019-03-01,Fri
Das Hotel,21,2019-03-01,Fri
Farbfernseher,21,2019-03-01,Fri
Minimal Bar,18,2019-03-01,Fri
Urban Spree,17,2019-03-01,Fri
Diskothek Melancholie 2,15,2019-03-01,Fri
Mensch Meier,12,2019-03-01,Fri
Untertage Berlin,10,2019-03-01,Fri
Der Weiße Hase,9,2019-03-01,Fri
Crack Bellmer,8,2019-03-01,Fri
Repeat,7,2019-03-01,Fri
Zur Klappe,7,2019-03-01,Fri
Humboldthain Club,7,2019-03-01,Fri
Anita Berber,7,2019-03-01,Fri
Beate Uwe,6,2019-03-01,Fri
AVA Club,5,2019-03-01,Fri
Promenaden Eck,5,2019-03-01,Fri
SchneidersLaden,4,2019-03-01,Fri
Golden Gate,4,2019-03-01,Fri
M-Bia,3,2019-03-01,Fri
Greenhouse Berlin,3,2019-03-01,Fri
Gordon Cafe & Recordstore,3,2019-03-01,Fri
Wildenbruch Bar,2,2019-03-01,Fri
Süss War Gestern,2,2019-03-01,Fri
Klunkerkranich,2,2019-03-01,Fri
Yaam Berlin,2,2019-03-01,Fri
Loophole,2,2019-03-01,Fri
Madame Claude,1,2019-03-01,Fri
Insomnia,1,2019-03-01,Fri
Soda Club,1,2019-03-01,Fri
Solar,1,2019-03-01,Fri
Cassiopeia,1,2019-03-01,Fri
arkaoda Berlin,1,2019-03-01,Fri
Zosch,1,2019-03-01,Fri
Privatclub,1,2019-03-01,Fri
Panke,1,2019-03-01,Fri
KitKatClub,36,2019-02-25,Mon
Tresor,32,2019-02-25,Mon
Der Weiße Hase,24,2019-02-25,Mon
Crack Bellmer,16,2019-02-25,Mon
Minimal Bar,12,2019-02-25,Mon
Süss War Gestern,8,2019-02-25,Mon
Promenaden Eck,7,2019-02-25,Mon
Suicide Circus,95,2019-02-26,Tue
Mein Haus Am See,21,2019-02-26,Tue
Crack Bellmer,19,2019-02-26,Tue
Minimal Bar,14,2019-02-26,Tue
Promenaden Eck,9,2019-02-26,Tue
Süss War Gestern,7,2019-02-26,Tue
Cassiopeia,4,2019-02-26,Tue
Griessmuehle,3,2019-02-26,Tue
,2,2019-02-26,Tue
Badehaus Berlin,2,2019-02-26,Tue
Loophole,2,2019-02-26,Tue
Watergate,79,2019-03-06,Wed
Tresor,42,2019-03-06,Wed
Klunkerkranich,26,2019-03-06,Wed
://about blank,22,2019-03-06,Wed
AVA Club,20,2019-03-06,Wed
Süss War Gestern,16,2019-03-06,Wed
Minimal Bar,15,2019-03-06,Wed
Liquidrom,15,2019-03-06,Wed
Paloma,8,2019-03-06,Wed
Promenaden Eck,4,2019-03-06,Wed
Farbfernseher,3,2019-03-06,Wed
KitKatClub,3,2019-03-06,Wed
Sameheads,2,2019-03-06,Wed
Kaffee Burger,2,2019-03-06,Wed
Cassiopeia,1,2019-03-06,Wed
Solar,1,2019-03-06,Wed
Kater Blau,64,2019-03-04,Mon
KitKatClub,27,2019-03-04,Mon
Der Weiße Hase,26,2019-03-04,Mon
Tresor,19,2019-03-04,Mon
Minimal Bar,19,2019-03-04,Mon
Crack Bellmer,13,2019-03-04,Mon
Void Club,7,2019-03-04,Mon
Süss War Gestern,4,2019-03-04,Mon
Promenaden Eck,3,2019-03-04,Mon
HAU Hebbel am Ufer,1,2019-03-04,Mon
Monarch,39,2019-02-28,Thu
Watergate,38,2019-02-28,Thu
Zur Klappe,34,2019-02-28,Thu
Gretchen,26,2019-02-28,Thu
Griessmuehle,24,2019-02-28,Thu
Berghain | Panorama Bar | Säule,22,2019-02-28,Thu
Zu Mir Oder Zu Dir,20,2019-02-28,Thu
Farbfernseher,20,2019-02-28,Thu
Minimal Bar,18,2019-02-28,Thu
Salon Zur Wilden Renate,17,2019-02-28,Thu
Diskothek Melancholie 2,15,2019-02-28,Thu
Der Weiße Hase,13,2019-02-28,Thu
Paloma,12,2019-02-28,Thu
Golden Gate,12,2019-02-28,Thu
Void Club,10,2019-02-28,Thu
Promenaden Eck,10,2019-02-28,Thu
AVA Club,8,2019-02-28,Thu
Süss War Gestern,5,2019-02-28,Thu
SchneidersLaden,4,2019-02-28,Thu
Maze,3,2019-02-28,Thu
Repeat,2,2019-02-28,Thu
Crack Bellmer,2,2019-02-28,Thu
Solar,1,2019-02-28,Thu
Panke,1,2019-02-28,Thu
Ritter Butzke,275,2019-03-09,Sat
Griessmuehle,177,2019-03-09,Sat
Berghain | Panorama Bar | Säule,121,2019-03-09,Sat
Suicide Circus,118,2019-03-09,Sat
://about blank,113,2019-03-09,Sat
Hoppetosse,94,2019-03-09,Sat
[ipsə],67,2019-03-09,Sat
Watergate,66,2019-03-09,Sat
Salon Zur Wilden Renate,60,2019-03-09,Sat
Tresor,54,2019-03-09,Sat
Arena Club,47,2019-03-09,Sat
ORWO Haus,42,2019-03-09,Sat
Urban Spree,37,2019-03-09,Sat
Klunkerkranich,37,2019-03-09,Sat
Kater Blau,29,2019-03-09,Sat
AVA Club,27,2019-03-09,Sat
Griessmuehle,26,2019-03-09,Sat
Diskothek Melancholie 2,24,2019-03-09,Sat
Mensch Meier,23,2019-03-09,Sat
OHM,22,2019-03-09,Sat
Beate Uwe,22,2019-03-09,Sat
Zur Klappe,22,2019-03-09,Sat
Der Weiße Hase,20,2019-03-09,Sat
Minimal Bar,17,2019-03-09,Sat
Golden Gate,15,2019-03-09,Sat
Polygon Club,15,2019-03-09,Sat
Radialsystem,14,2019-03-09,Sat
Burg Schnabel,9,2019-03-09,Sat
KitKatClub,9,2019-03-09,Sat
Farbfernseher,9,2019-03-09,Sat
Sage Restaurant,8,2019-03-09,Sat
Void Club,8,2019-03-09,Sat
Repeat,6,2019-03-09,Sat
Paloma,6,2019-03-09,Sat
SchneidersLaden,5,2019-03-09,Sat
Gretchen,5,2019-03-09,Sat
Acud Macht NEU,5,2019-03-09,Sat
arkaoda Berlin,4,2019-03-09,Sat
M-Bia,3,2019-03-09,Sat
Privatclub,3,2019-03-09,Sat
Paloma,3,2019-03-09,Sat
Insomnia,3,2019-03-09,Sat
West Germany,3,2019-03-09,Sat
Promenaden Eck,3,2019-03-09,Sat
Golden Gate,3,2019-03-09,Sat
Süss War Gestern,3,2019-03-09,Sat
Zum Böhmischen Dorf,2,2019-03-09,Sat
Musik & Frieden,2,2019-03-09,Sat
Sameheads,2,2019-03-09,Sat
Ritter Butzke,1,2019-03-09,Sat
Yaam Berlin,1,2019-03-09,Sat
Cassiopeia,1,2019-03-09,Sat
Soda Club,1,2019-03-09,Sat
Solar,1,2019-03-09,Sat
Gordon Cafe & Recordstore,1,2019-03-09,Sat
Tausend,1,2019-03-09,Sat
Untertage Berlin,1,2019-03-09,Sat
Panke,1,2019-03-09,Sat
Musik & Frieden,1,2019-03-09,Sat
Badehaus Berlin,1,2019-03-09,Sat
Roter Salon,1,2019-03-09,Sat
Griessmuehle,184,2019-03-10,Sun
Berghain | Panorama Bar | Säule,121,2019-03-10,Sun
Hoppetosse,94,2019-03-10,Sun
Suicide Circus,58,2019-03-10,Sun
Hoppetosse,34,2019-03-10,Sun
://about blank,30,2019-03-10,Sun
Minimal Bar,15,2019-03-10,Sun
AVA Club,10,2019-03-10,Sun
Radialsystem,10,2019-03-10,Sun
ORi Berlin,7,2019-03-10,Sun
arkaoda Berlin,4,2019-03-10,Sun
Promenaden Eck,4,2019-03-10,Sun
Golden Gate,2,2019-03-10,Sun
Cassiopeia,1,2019-03-10,Sun
GMF,1,2019-03-10,Sun
Solar,1,2019-03-10,Sun
Beate Uwe,1,2019-03-10,Sun
KitKatClub,1,2019-03-10,Sun
Maze,1,2019-03-10,Sun
Ficken 3000,1,2019-03-10,Sun
Berghain | Panorama Bar | Säule,157,2019-03-03,Sun
Suicide Circus,66,2019-03-03,Sun
Kater Blau,64,2019-03-03,Sun
Hoppetosse,26,2019-03-03,Sun
Minimal Bar,15,2019-03-03,Sun
AVA Club,13,2019-03-03,Sun
Haus Der Kulturen Der Welt,10,2019-03-03,Sun
KitKatClub,8,2019-03-03,Sun
Golden Gate,4,2019-03-03,Sun
Promenaden Eck,3,2019-03-03,Sun
arkaoda Berlin,3,2019-03-03,Sun
Sameheads,3,2019-03-03,Sun
Beate Uwe,2,2019-03-03,Sun
Cassiopeia,1,2019-03-03,Sun
GMF,1,2019-03-03,Sun
Solar,1,2019-03-03,Sun
Maze,1,2019-03-03,Sun
KitKatClub,1,2019-03-03,Sun
Suicide Circus,84,2019-03-12,Tue
Mein Haus Am See,19,2019-03-12,Tue
Minimal Bar,17,2019-03-12,Tue
Crack Bellmer,14,2019-03-12,Tue
Süss War Gestern,5,2019-03-12,Tue
Humboldthain Club,5,2019-03-12,Tue
Promenaden Eck,3,2019-03-12,Tue
Cassiopeia,1,2019-03-12,Tue
Solar,1,2019-03-12,Tue
KitKatClub,28,2019-03-11,Mon
Halle,24,2019-03-11,Mon
Der Weiße Hase,23,2019-03-11,Mon
Tresor,21,2019-03-11,Mon
Crack Bellmer,17,2019-03-11,Mon
Minimal Bar,14,2019-03-11,Mon
Süss War Gestern,4,2019-03-11,Mon
Promenaden Eck,4,2019-03-11,Mon
Madame Claude,1,2019-03-11,Mon
://about blank,108,2019-03-07,Thu
Griessmuehle,91,2019-03-07,Thu
Watergate,78,2019-03-07,Thu
Halle,67,2019-03-07,Thu
Berghain | Panorama Bar | Säule,65,2019-03-07,Thu
Klunkerkranich,63,2019-03-07,Thu
Zur Klappe,44,2019-03-07,Thu
OHM,44,2019-03-07,Thu
Kater Blau,40,2019-03-07,Thu
Farbfernseher,39,2019-03-07,Thu
Anomalie Art Club,30,2019-03-07,Thu
Tresor,28,2019-03-07,Thu
Paloma,27,2019-03-07,Thu
Salon Zur Wilden Renate,25,2019-03-07,Thu
Cassiopeia,17,2019-03-07,Thu
Zu Mir Oder Zu Dir,16,2019-03-07,Thu
Urban Spree,15,2019-03-07,Thu
Minimal Bar,14,2019-03-07,Thu
Promenaden Eck,11,2019-03-07,Thu
Der Weiße Hase,9,2019-03-07,Thu
Void Club,8,2019-03-07,Thu
Crack Bellmer,8,2019-03-07,Thu
Köpenicker Strasse 18,8,2019-03-07,Thu
Burg Schnabel,7,2019-03-07,Thu
Diskothek Melancholie 2,6,2019-03-07,Thu
AVA Club,4,2019-03-07,Thu
Schwuz,4,2019-03-07,Thu
Loophole,4,2019-03-07,Thu
Kaffee Burger,3,2019-03-07,Thu
Golden Gate,3,2019-03-07,Thu
Mensch Meier,2,2019-03-07,Thu
Cortina Bob,2,2019-03-07,Thu
